"Forest","District","RAWS_station_nmbr","RAWS_station","snow_flag","month","streak_max_chr","mean_bw","se_bw"
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Jan","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Feb","2 to 3 days",0.272727272727273,0.14977354019053
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Feb","4 to 5 days",0,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Feb","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Mar","2 to 3 days",0.363636363636364,0.154939655135699
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Mar","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Mar","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Apr","2 to 3 days",0.272727272727273,0.117363131703255
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Apr","4 to 5 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Apr","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","May","2 to 3 days",0.772727272727273,0.293742961096974
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","May","4 to 5 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","May","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Jun","2 to 3 days",0.363636363636364,0.123888207976227
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Jun","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Jun","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Jul","2 to 3 days",0.136363636363636,0.0996846661443243
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Jul","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Jul","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Aug","2 to 3 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Aug","4 to 5 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Aug","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Sep","2 to 3 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Sep","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Sep","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Oct","2 to 3 days",0.363636363636364,0.203278907045435
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Oct","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Oct","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Nov","2 to 3 days",0,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Nov","4 to 5 days",0,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Nov","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Dec","2 to 3 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Dec","4 to 5 days",0,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","no","Dec","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Jan","2 to 3 days",0,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Jan","4 to 5 days",0,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Jan","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Feb","2 to 3 days",0.181818181818182,0.125466465334973
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Feb","4 to 5 days",0,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Feb","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Mar","2 to 3 days",0.318181818181818,0.152700987224738
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Mar","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Mar","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Apr","2 to 3 days",0.181818181818182,0.106830845707819
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Apr","4 to 5 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Apr","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","May","2 to 3 days",0.772727272727273,0.293742961096974
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","May","4 to 5 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","May","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Jun","2 to 3 days",0.363636363636364,0.123888207976227
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Jun","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Jun","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Jul","2 to 3 days",0.136363636363636,0.0996846661443243
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Jul","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Jul","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Aug","2 to 3 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Aug","4 to 5 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Aug","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Sep","2 to 3 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Sep","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Sep","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Oct","2 to 3 days",0.363636363636364,0.203278907045435
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Oct","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Oct","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Nov","2 to 3 days",0,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Nov","4 to 5 days",0,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Nov","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Dec","2 to 3 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Dec","4 to 5 days",0,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp",40246,"Dutch Indy","yes","Dec","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Jan","2 to 3 days",0.363636363636364,0.154939655135699
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Jan","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Jan","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Feb","2 to 3 days",0.863636363636364,0.189502133598362
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Feb","4 to 5 days",0.181818181818182,0.0841654636156865
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Feb","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Mar","2 to 3 days",1.36363636363636,0.233043616167875
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Mar","4 to 5 days",0.363636363636364,0.123888207976227
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Mar","6 days or more",0.136363636363636,0.0748867700952649
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Apr","2 to 3 days",1.63636363636364,0.26762911716145
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Apr","4 to 5 days",0.5,0.157771273975255
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Apr","6 days or more",0.181818181818182,0.0841654636156865
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","May","2 to 3 days",2.04545454545455,0.290374237758038
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","May","4 to 5 days",0.409090909090909,0.125857937316941
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","May","6 days or more",0.181818181818182,0.0841654636156865
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Jun","2 to 3 days",1.36363636363636,0.233043616167875
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Jun","4 to 5 days",0.227272727272727,0.0914486154730632
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Jun","6 days or more",0.136363636363636,0.0748867700952649
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Jul","2 to 3 days",0.5,0.170940864689457
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Jul","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Jul","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Aug","2 to 3 days",0.318181818181818,0.166272655083192
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Aug","4 to 5 days",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Aug","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Sep","2 to 3 days",0.545454545454545,0.170652842808892
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Sep","4 to 5 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Sep","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Oct","2 to 3 days",0.863636363636364,0.211113872818297
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Oct","4 to 5 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Oct","6 days or more",0.227272727272727,0.146115920621105
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Nov","2 to 3 days",0.363636363636364,0.140275772692811
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Nov","4 to 5 days",0.136363636363636,0.0996846661443243
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Nov","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Dec","2 to 3 days",0.136363636363636,0.0996846661443243
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Dec","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","no","Dec","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Jan","2 to 3 days",0.227272727272727,0.146115920621105
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Jan","4 to 5 days",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Jan","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Feb","2 to 3 days",0.772727272727273,0.173227800646899
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Feb","4 to 5 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Feb","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Mar","2 to 3 days",1.40909090909091,0.234096688030211
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Mar","4 to 5 days",0.363636363636364,0.123888207976227
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Mar","6 days or more",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Apr","2 to 3 days",1.59090909090909,0.276489205922646
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Apr","4 to 5 days",0.5,0.157771273975255
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Apr","6 days or more",0.181818181818182,0.0841654636156865
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","May","2 to 3 days",2.04545454545455,0.290374237758038
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","May","4 to 5 days",0.409090909090909,0.125857937316941
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","May","6 days or more",0.181818181818182,0.0841654636156865
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Jun","2 to 3 days",1.36363636363636,0.233043616167875
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Jun","4 to 5 days",0.227272727272727,0.0914486154730632
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Jun","6 days or more",0.136363636363636,0.0748867700952649
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Jul","2 to 3 days",0.5,0.170940864689457
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Jul","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Jul","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Aug","2 to 3 days",0.318181818181818,0.166272655083192
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Aug","4 to 5 days",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Aug","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Sep","2 to 3 days",0.545454545454545,0.170652842808892
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Sep","4 to 5 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Sep","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Oct","2 to 3 days",0.863636363636364,0.211113872818297
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Oct","4 to 5 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Oct","6 days or more",0.227272727272727,0.146115920621105
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Nov","2 to 3 days",0.272727272727273,0.134547794527446
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Nov","4 to 5 days",0.136363636363636,0.0996846661443243
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Nov","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Dec","2 to 3 days",0.136363636363636,0.0996846661443243
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Dec","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40218,"Oak Knoll","yes","Dec","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Jan","2 to 3 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Jan","4 to 5 days",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Jan","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Feb","2 to 3 days",0.318181818181818,0.121076764250623
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Feb","4 to 5 days",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Feb","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Mar","2 to 3 days",0.5,0.183165999983031
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Mar","4 to 5 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Mar","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Apr","2 to 3 days",0.772727272727273,0.196636414671776
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Apr","4 to 5 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Apr","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","May","2 to 3 days",1.04545454545455,0.232409482703549
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","May","4 to 5 days",0.227272727272727,0.0914486154730632
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","May","6 days or more",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Jun","2 to 3 days",1.13636363636364,0.273627662343138
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Jun","4 to 5 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Jun","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Jul","2 to 3 days",0.318181818181818,0.121076764250623
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Jul","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Jul","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Aug","2 to 3 days",0.227272727272727,0.112658127096737
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Aug","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Aug","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Sep","2 to 3 days",0.318181818181818,0.121076764250623
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Sep","4 to 5 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Sep","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Oct","2 to 3 days",0.454545454545455,0.14305378044899
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Oct","4 to 5 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Oct","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Nov","2 to 3 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Nov","4 to 5 days",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Nov","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Dec","2 to 3 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Dec","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","no","Dec","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","yes","Jan","2 to 3 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","yes","Jan","4 to 5 days",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","yes","Jan","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","yes","Feb","2 to 3 days",0.272727272727273,0.117363131703255
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","yes","Feb","4 to 5 days",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","yes","Feb","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","yes","Mar","2 to 3 days",0.454545454545455,0.170652842808892
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","yes","Mar","4 to 5 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","yes","Mar","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","yes","Apr","2 to 3 days",0.772727272727273,0.196636414671776
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","yes","Apr","4 to 5 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","yes","Apr","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","yes","May","2 to 3 days",1.04545454545455,0.232409482703549
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","yes","May","4 to 5 days",0.227272727272727,0.0914486154730632
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","yes","May","6 days or more",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","yes","Jun","2 to 3 days",1.13636363636364,0.273627662343138
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","yes","Jun","4 to 5 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","yes","Jun","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","yes","Jul","2 to 3 days",0.318181818181818,0.121076764250623
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","yes","Jul","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","yes","Jul","6 days or more",0,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","yes","Aug","2 to 3 days",0.227272727272727,0.112658127096737
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll",40231,"Somes Bar","yes","Aug","4 to 5 days",0.0454545454545455,0.0454545454545455
